file_name,label,label_name
931.png,23,Slippery road
932.png,19,Dangerous curve to the left
933.png,3,Speed limit (60km/h)
934.png,11,Right-of-way at the next intersection
935.png,10,No passing for vehicles over 3.5 metric tons
936.png,20,Dangerous curve to the right
937.png,9,No passing
938.png,42,End of no passing by vehicles over 3.5 metric tons
939.png,24,Road narrows on the right
940.png,6,End of speed limit (80km/h)
941.png,14,Stop
942.png,26,Traffic signals
943.png,18,General caution
944.png,5,Speed limit (80km/h)
945.png,35,Ahead only
946.png,25,Road work
947.png,42,End of no passing by vehicles over 3.5 metric tons
948.png,31,Wild animals crossing
949.png,42,End of no passing by vehicles over 3.5 metric tons
950.png,38,Keep right
951.png,16,Vehicles over 3.5 metric tons prohibited
952.png,11,Right-of-way at the next intersection
953.png,38,Keep right
954.png,24,Road narrows on the right
955.png,34,Turn left ahead
956.png,4,Speed limit (70km/h)
957.png,0,Speed limit (20km/h)
958.png,3,Speed limit (60km/h)
959.png,20,Dangerous curve to the right
960.png,38,Keep right
961.png,38,Keep right
962.png,1,Speed limit (30km/h)
963.png,1,Speed limit (30km/h)
964.png,21,Double curve
965.png,24,Road narrows on the right
966.png,20,Dangerous curve to the right
967.png,42,End of no passing by vehicles over 3.5 metric tons
968.png,22,Bumpy road
969.png,10,No passing for vehicles over 3.5 metric tons
970.png,19,Dangerous curve to the left
971.png,0,Speed limit (20km/h)
972.png,25,Road work
973.png,0,Speed limit (20km/h)
974.png,31,Wild animals crossing
975.png,20,Dangerous curve to the right
976.png,1,Speed limit (30km/h)
977.png,13,Yield
978.png,11,Right-of-way at the next intersection
979.png,40,Roundabout mandatory
980.png,9,No passing
981.png,21,Double curve
982.png,5,Speed limit (80km/h)
983.png,35,Ahead only
984.png,8,Speed limit (120km/h)
985.png,27,Pedestrians
986.png,40,Roundabout mandatory
987.png,32,End of all speed and passing limits
988.png,31,Wild animals crossing
989.png,7,Speed limit (100km/h)
990.png,30,Beware of ice/snow
991.png,35,Ahead only
992.png,5,Speed limit (80km/h)
993.png,33,Turn right ahead
994.png,27,Pedestrians
995.png,14,Stop
996.png,6,End of speed limit (80km/h)
997.png,5,Speed limit (80km/h)
998.png,12,Priority road
999.png,20,Dangerous curve to the right
1000.png,9,No passing
1001.png,16,Vehicles over 3.5 metric tons prohibited
1002.png,28,Children crossing
1003.png,10,No passing for vehicles over 3.5 metric tons
1004.png,24,Road narrows on the right
1005.png,31,Wild animals crossing
1006.png,27,Pedestrians
1007.png,32,End of all speed and passing limits
1008.png,42,End of no passing by vehicles over 3.5 metric tons
1009.png,23,Slippery road
1010.png,31,Wild animals crossing
1011.png,26,Traffic signals
1012.png,11,Right-of-way at the next intersection
1013.png,29,Bicycles crossing
1014.png,8,Speed limit (120km/h)
1015.png,20,Dangerous curve to the right
1016.png,38,Keep right
1017.png,16,Vehicles over 3.5 metric tons prohibited
1018.png,42,End of no passing by vehicles over 3.5 metric tons
1019.png,32,End of all speed and passing limits
1020.png,40,Roundabout mandatory
1021.png,36,Go straight or right
1022.png,41,End of no passing
1023.png,5,Speed limit (80km/h)
1024.png,7,Speed limit (100km/h)
1025.png,15,No vehicles
1026.png,36,Go straight or right
1027.png,30,Beware of ice/snow
1028.png,39,Keep left
1029.png,15,No vehicles
1030.png,17,No entry
1031.png,21,Double curve
1032.png,37,Go straight or left
1033.png,26,Traffic signals
1034.png,18,General caution
1035.png,4,Speed limit (70km/h)
1036.png,33,Turn right ahead
1037.png,23,Slippery road
1038.png,28,Children crossing
1039.png,9,No passing
1040.png,17,No entry
1041.png,39,Keep left
1042.png,4,Speed limit (70km/h)
1043.png,4,Speed limit (70km/h)
1044.png,6,End of speed limit (80km/h)
1045.png,28,Children crossing
1046.png,29,Bicycles crossing
1047.png,42,End of no passing by vehicles over 3.5 metric tons
1048.png,15,No vehicles
1049.png,3,Speed limit (60km/h)
1050.png,31,Wild animals crossing
1051.png,31,Wild animals crossing
1052.png,37,Go straight or left
1053.png,33,Turn right ahead
1054.png,3,Speed limit (60km/h)
1055.png,15,No vehicles
1056.png,27,Pedestrians
1057.png,11,Right-of-way at the next intersection
1058.png,10,No passing for vehicles over 3.5 metric tons
1059.png,38,Keep right
1060.png,38,Keep right
1061.png,24,Road narrows on the right
1062.png,38,Keep right
1063.png,34,Turn left ahead
1064.png,29,Bicycles crossing
1065.png,38,Keep right
1066.png,26,Traffic signals
1067.png,26,Traffic signals
1068.png,41,End of no passing
1069.png,1,Speed limit (30km/h)
1070.png,8,Speed limit (120km/h)
1071.png,21,Double curve
1072.png,0,Speed limit (20km/h)
1073.png,12,Priority road
1074.png,31,Wild animals crossing
1075.png,1,Speed limit (30km/h)
1076.png,2,Speed limit (50km/h)
1077.png,26,Traffic signals
1078.png,39,Keep left
1079.png,28,Children crossing
1080.png,15,No vehicles
1081.png,27,Pedestrians
1082.png,40,Roundabout mandatory
1083.png,40,Roundabout mandatory
1084.png,6,End of speed limit (80km/h)
1085.png,1,Speed limit (30km/h)
1086.png,7,Speed limit (100km/h)
1087.png,35,Ahead only
1088.png,12,Priority road
1089.png,39,Keep left
1090.png,32,End of all speed and passing limits
1091.png,40,Roundabout mandatory
1092.png,3,Speed limit (60km/h)
1093.png,16,Vehicles over 3.5 metric tons prohibited
1094.png,4,Speed limit (70km/h)
1095.png,42,End of no passing by vehicles over 3.5 metric tons
1096.png,25,Road work
1097.png,29,Bicycles crossing
1098.png,24,Road narrows on the right
1099.png,23,Slippery road
1100.png,2,Speed limit (50km/h)
1101.png,15,No vehicles
1102.png,20,Dangerous curve to the right
1103.png,22,Bumpy road
1104.png,19,Dangerous curve to the left
1105.png,21,Double curve
1106.png,14,Stop
1107.png,32,End of all speed and passing limits
1108.png,17,No entry
1109.png,27,Pedestrians
1110.png,41,End of no passing
1111.png,20,Dangerous curve to the right
1112.png,34,Turn left ahead
1113.png,35,Ahead only
1114.png,25,Road work
1115.png,27,Pedestrians
1116.png,8,Speed limit (120km/h)
1117.png,13,Yield
1118.png,10,No passing for vehicles over 3.5 metric tons
1119.png,5,Speed limit (80km/h)
1120.png,11,Right-of-way at the next intersection
1121.png,7,Speed limit (100km/h)
1122.png,22,Bumpy road
1123.png,36,Go straight or right
1124.png,7,Speed limit (100km/h)
1125.png,38,Keep right
1126.png,31,Wild animals crossing
1127.png,33,Turn right ahead
1128.png,24,Road narrows on the right
1129.png,28,Children crossing
1130.png,6,End of speed limit (80km/h)
1131.png,31,Wild animals crossing
1132.png,23,Slippery road
1133.png,35,Ahead only
1134.png,26,Traffic signals
1135.png,7,Speed limit (100km/h)
1136.png,16,Vehicles over 3.5 metric tons prohibited
1137.png,3,Speed limit (60km/h)
1138.png,34,Turn left ahead
1139.png,32,End of all speed and passing limits
1140.png,41,End of no passing
1141.png,22,Bumpy road
1142.png,22,Bumpy road
1143.png,41,End of no passing
1144.png,3,Speed limit (60km/h)
1145.png,13,Yield
1146.png,21,Double curve
1147.png,33,Turn right ahead
1148.png,23,Slippery road
1149.png,0,Speed limit (20km/h)
1150.png,26,Traffic signals
1151.png,38,Keep right
1152.png,35,Ahead only
1153.png,2,Speed limit (50km/h)
1154.png,29,Bicycles crossing
1155.png,25,Road work
1156.png,32,End of all speed and passing limits
1157.png,41,End of no passing
1158.png,24,Road narrows on the right
1159.png,39,Keep left
1160.png,1,Speed limit (30km/h)
1161.png,19,Dangerous curve to the left
1162.png,31,Wild animals crossing
1163.png,13,Yield
1164.png,34,Turn left ahead
1165.png,40,Roundabout mandatory
1166.png,12,Priority road
1167.png,23,Slippery road
1168.png,17,No entry
1169.png,2,Speed limit (50km/h)
1170.png,15,No vehicles
1171.png,23,Slippery road
1172.png,20,Dangerous curve to the right
1173.png,33,Turn right ahead
1174.png,37,Go straight or left
1175.png,25,Road work
1176.png,12,Priority road
1177.png,31,Wild animals crossing
1178.png,20,Dangerous curve to the right
1179.png,30,Beware of ice/snow
1180.png,29,Bicycles crossing
1181.png,6,End of speed limit (80km/h)
1182.png,5,Speed limit (80km/h)
1183.png,22,Bumpy road
1184.png,35,Ahead only
1185.png,41,End of no passing
1186.png,38,Keep right
1187.png,36,Go straight or right
1188.png,18,General caution
1189.png,9,No passing
1190.png,14,Stop
1191.png,6,End of speed limit (80km/h)
1192.png,10,No passing for vehicles over 3.5 metric tons
1193.png,25,Road work
1194.png,41,End of no passing
1195.png,40,Roundabout mandatory
1196.png,25,Road work
1197.png,17,No entry
1198.png,9,No passing
1199.png,27,Pedestrians
1200.png,27,Pedestrians
1201.png,28,Children crossing
1202.png,3,Speed limit (60km/h)
1203.png,2,Speed limit (50km/h)
1204.png,2,Speed limit (50km/h)
1205.png,8,Speed limit (120km/h)
1206.png,2,Speed limit (50km/h)
1207.png,14,Stop
1208.png,42,End of no passing by vehicles over 3.5 metric tons
1209.png,27,Pedestrians
1210.png,14,Stop
1211.png,7,Speed limit (100km/h)
1212.png,33,Turn right ahead
1213.png,29,Bicycles crossing
1214.png,16,Vehicles over 3.5 metric tons prohibited
1215.png,15,No vehicles
1216.png,6,End of speed limit (80km/h)
1217.png,1,Speed limit (30km/h)
1218.png,5,Speed limit (80km/h)
1219.png,21,Double curve
1220.png,11,Right-of-way at the next intersection
1221.png,26,Traffic signals
1222.png,19,Dangerous curve to the left
1223.png,10,No passing for vehicles over 3.5 metric tons
1224.png,8,Speed limit (120km/h)
1225.png,13,Yield
1226.png,31,Wild animals crossing
1227.png,36,Go straight or right
1228.png,38,Keep right
1229.png,24,Road narrows on the right
1230.png,4,Speed limit (70km/h)
1231.png,40,Roundabout mandatory
1232.png,4,Speed limit (70km/h)
1233.png,25,Road work
1234.png,40,Roundabout mandatory
1235.png,24,Road narrows on the right
1236.png,16,Vehicles over 3.5 metric tons prohibited
1237.png,36,Go straight or right
1238.png,8,Speed limit (120km/h)
1239.png,39,Keep left
1240.png,37,Go straight or left
1241.png,17,No entry
1242.png,15,No vehicles
1243.png,7,Speed limit (100km/h)
1244.png,42,End of no passing by vehicles over 3.5 metric tons
1245.png,41,End of no passing
1246.png,34,Turn left ahead
1247.png,12,Priority road
1248.png,10,No passing for vehicles over 3.5 metric tons
1249.png,15,No vehicles
1250.png,24,Road narrows on the right
1251.png,20,Dangerous curve to the right
1252.png,34,Turn left ahead
1253.png,10,No passing for vehicles over 3.5 metric tons
1254.png,5,Speed limit (80km/h)
1255.png,41,End of no passing
1256.png,18,General caution
1257.png,29,Bicycles crossing
1258.png,21,Double curve
1259.png,10,No passing for vehicles over 3.5 metric tons
1260.png,4,Speed limit (70km/h)
1261.png,4,Speed limit (70km/h)
1262.png,9,No passing
1263.png,31,Wild animals crossing
1264.png,11,Right-of-way at the next intersection
1265.png,21,Double curve
1266.png,38,Keep right
1267.png,18,General caution
1268.png,39,Keep left
1269.png,35,Ahead only
1270.png,41,End of no passing
1271.png,0,Speed limit (20km/h)
1272.png,39,Keep left
1273.png,37,Go straight or left
1274.png,32,End of all speed and passing limits
1275.png,0,Speed limit (20km/h)
1276.png,15,No vehicles
1277.png,42,End of no passing by vehicles over 3.5 metric tons
1278.png,26,Traffic signals
1279.png,21,Double curve
1280.png,25,Road work
1281.png,34,Turn left ahead
1282.png,2,Speed limit (50km/h)
1283.png,42,End of no passing by vehicles over 3.5 metric tons
1284.png,23,Slippery road
1285.png,17,No entry
1286.png,26,Traffic signals
1287.png,30,Beware of ice/snow
1288.png,5,Speed limit (80km/h)
1289.png,26,Traffic signals
1290.png,34,Turn left ahead
1291.png,27,Pedestrians
1292.png,8,Speed limit (120km/h)
1293.png,41,End of no passing
1294.png,11,Right-of-way at the next intersection
1295.png,39,Keep left
1296.png,34,Turn left ahead
1297.png,10,No passing for vehicles over 3.5 metric tons
1298.png,19,Dangerous curve to the left
1299.png,41,End of no passing
1300.png,14,Stop
1301.png,38,Keep right
1302.png,15,No vehicles
1303.png,33,Turn right ahead
1304.png,39,Keep left
1305.png,35,Ahead only
1306.png,28,Children crossing
1307.png,32,End of all speed and passing limits
1308.png,8,Speed limit (120km/h)
1309.png,7,Speed limit (100km/h)
1310.png,16,Vehicles over 3.5 metric tons prohibited
1311.png,17,No entry
1312.png,12,Priority road
1313.png,40,Roundabout mandatory
1314.png,18,General caution
1315.png,23,Slippery road
1316.png,13,Yield
1317.png,31,Wild animals crossing
1318.png,12,Priority road
1319.png,11,Right-of-way at the next intersection
1320.png,20,Dangerous curve to the right
1321.png,5,Speed limit (80km/h)
1322.png,40,Roundabout mandatory
1323.png,28,Children crossing
1324.png,38,Keep right
1325.png,3,Speed limit (60km/h)
1326.png,22,Bumpy road
1327.png,12,Priority road
1328.png,13,Yield
1329.png,25,Road work
1330.png,25,Road work
1331.png,29,Bicycles crossing
1332.png,25,Road work
1333.png,26,Traffic signals
1334.png,23,Slippery road
1335.png,5,Speed limit (80km/h)
1336.png,19,Dangerous curve to the left
1337.png,30,Beware of ice/snow
1338.png,35,Ahead only
1339.png,12,Priority road
1340.png,3,Speed limit (60km/h)
1341.png,11,Right-of-way at the next intersection
1342.png,31,Wild animals crossing
1343.png,3,Speed limit (60km/h)
1344.png,13,Yield
1345.png,13,Yield
1346.png,18,General caution
1347.png,42,End of no passing by vehicles over 3.5 metric tons
1348.png,21,Double curve
1349.png,2,Speed limit (50km/h)
1350.png,21,Double curve
1351.png,3,Speed limit (60km/h)
1352.png,34,Turn left ahead
1353.png,12,Priority road
1354.png,8,Speed limit (120km/h)
1355.png,30,Beware of ice/snow
1356.png,8,Speed limit (120km/h)
1357.png,12,Priority road
1358.png,13,Yield
1359.png,20,Dangerous curve to the right
1360.png,31,Wild animals crossing
1361.png,26,Traffic signals
1362.png,33,Turn right ahead
1363.png,0,Speed limit (20km/h)
1364.png,11,Right-of-way at the next intersection
1365.png,42,End of no passing by vehicles over 3.5 metric tons
1366.png,17,No entry
1367.png,42,End of no passing by vehicles over 3.5 metric tons
1368.png,13,Yield
1369.png,1,Speed limit (30km/h)
1370.png,18,General caution
1371.png,29,Bicycles crossing
1372.png,21,Double curve
1373.png,18,General caution
1374.png,32,End of all speed and passing limits
1375.png,27,Pedestrians
1376.png,22,Bumpy road
1377.png,27,Pedestrians
1378.png,35,Ahead only
1379.png,27,Pedestrians
1380.png,28,Children crossing
1381.png,31,Wild animals crossing
1382.png,6,End of speed limit (80km/h)
1383.png,32,End of all speed and passing limits
1384.png,0,Speed limit (20km/h)
1385.png,1,Speed limit (30km/h)
1386.png,23,Slippery road
1387.png,8,Speed limit (120km/h)
1388.png,12,Priority road
1389.png,18,General caution
1390.png,38,Keep right
1391.png,0,Speed limit (20km/h)
1392.png,30,Beware of ice/snow
1393.png,4,Speed limit (70km/h)
1394.png,38,Keep right
1395.png,16,Vehicles over 3.5 metric tons prohibited
1396.png,11,Right-of-way at the next intersection
1397.png,5,Speed limit (80km/h)
1398.png,17,No entry
1399.png,30,Beware of ice/snow
1400.png,9,No passing
1401.png,40,Roundabout mandatory
1402.png,5,Speed limit (80km/h)
1403.png,19,Dangerous curve to the left
1404.png,39,Keep left
1405.png,4,Speed limit (70km/h)
1406.png,20,Dangerous curve to the right
1407.png,6,End of speed limit (80km/h)
1408.png,36,Go straight or right
1409.png,13,Yield
1410.png,40,Roundabout mandatory
1411.png,42,End of no passing by vehicles over 3.5 metric tons
1412.png,39,Keep left
1413.png,26,Traffic signals
1414.png,37,Go straight or left
1415.png,21,Double curve
1416.png,0,Speed limit (20km/h)
1417.png,27,Pedestrians
1418.png,7,Speed limit (100km/h)
1419.png,16,Vehicles over 3.5 metric tons prohibited
1420.png,20,Dangerous curve to the right
1421.png,36,Go straight or right
1422.png,21,Double curve
1423.png,10,No passing for vehicles over 3.5 metric tons
1424.png,6,End of speed limit (80km/h)
1425.png,12,Priority road
1426.png,33,Turn right ahead
1427.png,5,Speed limit (80km/h)
1428.png,37,Go straight or left
1429.png,34,Turn left ahead
1430.png,2,Speed limit (50km/h)
1431.png,26,Traffic signals
1432.png,13,Yield
1433.png,31,Wild animals crossing
1434.png,29,Bicycles crossing
1435.png,41,End of no passing
1436.png,31,Wild animals crossing
1437.png,10,No passing for vehicles over 3.5 metric tons
1438.png,36,Go straight or right
1439.png,28,Children crossing
1440.png,23,Slippery road
1441.png,16,Vehicles over 3.5 metric tons prohibited
1442.png,0,Speed limit (20km/h)
1443.png,6,End of speed limit (80km/h)
1444.png,12,Priority road
1445.png,19,Dangerous curve to the left
1446.png,22,Bumpy road
1447.png,37,Go straight or left
1448.png,25,Road work
1449.png,0,Speed limit (20km/h)
1450.png,1,Speed limit (30km/h)
1451.png,26,Traffic signals
1452.png,17,No entry
1453.png,4,Speed limit (70km/h)
